                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                       1                                     1225                  3.0000000000000000E+000                  2.0000000000000000E-002                  1.0000000000000001E-005                  1.0000000000000001E-005                  4.6003773536480785E+003                  5.4515292035337772E+001                  1.1623192180209466E+001                 -7.3494288001566526E+000                  7.0000000000000007E-001                  2.9797635251138608E-005                  2.7997020236474890E-001                  3.4468833607861540E-003                  1.0103427409336068E-003                  9.3805276451495445E-003                  2.0850244238750366E-003                  3.0000000000000000E+000                  0.0000000000000000E+000                  2.0999999999999996E+000                  8.9392905753415820E-005                  8.3991060709424659E-001                  1.0340650082358458E-002                  3.0310282228008197E-003                  2.8141582935448599E-002                  6.2550732716251146E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9999998581820768E+000                  1.1613378347827044E+001                  2.9999998060370214E+000                  1.1610474930709232E+001                  2.2897314899233929E+005                  3.3448731793398107E+005                  5.5030430691912043E+008                  1.5325763217148579E-009                  1.5325763217148579E-009                  0.0000000000000000E+000                  6.1313483105168797E-011                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.1557600000000002E+002                                  "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-21.11.1"                                 "CRMATH"                               "20221202" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72 
                                    zone                                     mass                                        q                                    logdq                                    log_q                              temperature                                   logRho                                  entropy                                 pressure                                  opacity                                   radius                                 velocity                               luminosity                                  eps_nuc                       net_nuclear_energy                                 eps_grav                                       ye                              mixing_type                        mlt_mixing_length                          mlt_mixing_type                    pressure_scale_height                     lum_conv_div_lum_rad                           lum_conv_div_L                                      tau                                   logtau                                    grada                                   gamma1                              log_opacity                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                                    gradr                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                ni56_co56                                co56_fe56                                    other                                 brunt_N2                                  brunt_N                         log_f_div_rhocs3                     log_fconv_div_rhocs3                      log_Fedd_div_rhocs3                   gradR_core_composition                   gradA_core_composition 
                                       1                  3.0000000000000000E+000                  1.0000000000000000E+000                 -1.2301029995663983E+001                  0.0000000000000000E+000                  4.6003845820826155E+003                 -7.5224847650556743E+000                  1.9772084056714228E+001                  8.7920736157340816E+003                  4.6173078119184953E-002                  1.1623192180209466E+001                  0.0000000000000000E+000                  5.4515292035337772E+001                  4.4044133957195834E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254196E-001                                        0                  7.6941034030151272E+008                                        0                  6.9121958126842804E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6666666666666663E-001                 -1.7609125905568127E-001                  3.9001884158442979E-001                  1.6445985346064784E+000                 -1.3356111723274253E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2500881577157089E-001                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  4.4044133957195834E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3773553809808490E-007                  5.8115018549260132E-004                  4.0332916870288149E-001                 -9.8999999999999986E+001                  4.5955007269983286E+000                  1.2501249955869750E-001                  3.9001884158442962E-001 
                                       2                  2.9999999999984999E+000                  9.9999999999949996E-001                 -1.2204119982655927E+001                 -2.1716654546785455E-013                  4.6004008461572676E+003                 -7.5224740209693337E+000                  1.9772069251366059E+001                  8.7923222626373881E+003                  4.6174247058638894E-002                  1.1623192006447242E+001                  0.0000000000000000E+000                  5.4515292073583588E+001                  4.4045223768062832E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254196E-001                                        0                  7.6941152827549720E+008                                        0                  6.9122200837377469E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6668342694766780E-001                 -1.7608034084659394E-001                  3.9001903391295056E-001                  1.6445989650238433E+000                 -1.3356001776623698E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2501100800398759E-001                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  4.4045223768062832E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3773232538266615E-007                  5.8114742138519904E-004                  4.0331596050863078E-001                 -9.8999999999999986E+001                  4.5954765238341206E+000                  1.2501743212304500E-001                  3.9001903391295045E-001 
                                       3                  2.9999999999966249E+000                  9.9999999999887501E-001                 -1.2204119982655927E+001                 -4.8857651092949767E-013                  4.6004189176480422E+003                 -7.5224620835239220E+000                  1.9772052801796452E+001                  8.7925985369950049E+003                  4.6175545868766751E-002                  1.1623191789249894E+001                  0.0000000000000000E+000                  5.4515292101787196E+001                  4.4046434657209694E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254196E-001                                        0                  7.6941452695416498E+008                                        0                  6.9122470233269895E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6670437783001291E-001                 -1.7606669312526094E-001                  3.9001924761860218E-001                  1.6445994432807582E+000                 -1.3355879618023505E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2501648841677887E-001                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  4.4046434657209694E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3772426859840247E-007                  5.8114048955343193E-004                  4.0330128681578170E-001                 -9.8999999999999986E+001                  4.5954496340562976E+000                  1.2502291267861210E-001                  3.9001924761860191E-001 
                                       4                  2.9999999999947500E+000                  9.9999999999825007E-001                 -1.2028028723600245E+001                 -7.5998647639131048E-013                  4.6004415073823793E+003                 -7.5224471623448608E+000                  1.9772032241014880E+001                  8.7929438799679028E+003                  4.6177169363893385E-002                  1.1623191572058580E+001                  0.0000000000000000E+000                  5.4515292129640642E+001                  4.4047948251786025E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254185E-001                                        0                  7.6941752568989229E+008                                        0                  6.9122807629647190E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6672532930245698E-001                 -1.7605304544841333E-001                  3.9001951475969238E-001                  1.6446000411207917E+000                 -1.3355726926254088E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2502196878788854E-001                  6.9999999999999996E-001                  2.9797635251138608E-005                  2.7997020236474901E-001                  3.4468833607861540E-003                  1.0103427409336072E-003                  9.3805276451495445E-003                  2.0850244238750379E-003                  4.0772218292556795E-003                  4.4047948251786018E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3771621191641866E-007                  5.8113355772698131E-004                  4.0328294116384866E-001                 -9.8999999999999986E+001                  4.5954160190052580E+000                  1.2502976330467830E-001                  3.9001951475969215E-001 
                                       5                  2.9999999999919376E+000                  9.9999999999731259E-001                 -1.2028028723600245E+001                 -1.1671255327710116E-012                  4.6004686157311235E+003                 -7.5224292578618615E+000                  1.9772007569861014E+001                  8.7933582915818115E+003                  4.6179117533287087E-002                  1.1623191246282643E+001                  0.0000000000000000E+000                  5.4515292171598183E+001                  4.4049764539405850E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254185E-001                                        0                  7.6942202388870561E+008                                        0                  6.9123211740575426E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6675675761754660E-001                 -1.7603257401658032E-001                  3.9001983534543511E-001                  1.6446007585635771E+000                 -1.3355543705545234E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2503018927105772E-001                  6.9999999999999996E-001                  2.9797635251138608E-005                  2.7997020236474901E-001                  3.4468833607861540E-003                  1.0103427409336072E-003                  9.3805276451495445E-003                  2.0850244238750379E-003                  4.0772218292556795E-003                  4.4049764539405850E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3770412707973397E-007                  5.8112315999255611E-004                  4.0326093216122044E-001                 -9.8999999999999986E+001                  4.5953756875970839E+000                  1.2503798398941818E-001                  3.9001983534543483E-001 
                                       6                  2.9999999999891251E+000                  9.9999999999637512E-001                 -1.1726998727936264E+001                 -1.5742645891510943E-012                  4.6005092792554406E+003                 -7.5224024030099246E+000                  1.9771970566624276E+001                  8.7939799090724446E+003                  4.6182039733922223E-002                  1.1623190920520173E+001                  0.0000000000000000E+000                  5.4515292213728785E+001                  4.4052488921298983E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254185E-001                                        0                  7.6942652223306096E+008                                        0                  6.9123819859669613E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6678818726032774E-001                 -1.7601210268491205E-001                  3.9002031624822031E-001                  1.6446018347780207E+000                 -1.3355268894001329E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2503840965855501E-001                  6.9999999999999996E-001                  2.9797635251138594E-005                  2.7997020236474901E-001                  3.4468833607861540E-003                  1.0103427409336072E-003                  9.3805276451495445E-003                  2.0850244238750379E-003                  4.0772218292556795E-003                  4.4052488921298983E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3769204247885557E-007                  5.8111276227497844E-004                  4.0322790806978881E-001                 -9.8999999999999986E+001                  4.5953151820152227E+000                  1.2505031482411427E-001                  3.9002031624822014E-001 
                                       7                  2.9999999999835003E+000                  9.9999999999450018E-001                 -1.1505149978319910E+001                 -2.3885427019124050E-012                  4.6005815735246861E+003                 -7.5223546666526886E+000                  1.9771904793694922E+001                  8.7950850070811721E+003                  4.6187234603487004E-002                  1.1623190269035405E+001                  0.0000000000000000E+000                  5.4515292297645168E+001                  4.4057332114600441E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254185E-001                                        0                  7.6943551938956547E+008                                        0                  6.9124900153706261E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6685105052889215E-001                 -1.7597116032224222E-001                  3.9002117127342162E-001                  1.6446037482307740E+000                 -1.3354780397538677E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2505485013709902E-001                  6.9999999999999996E-001                  2.9797635251138018E-005                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336068E-003                  9.3805276451495393E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  4.4057332114600441E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3766787398662360E-007                  5.8109196689218106E-004                  4.0316920919837346E-001                 -9.8999999999999986E+001                  4.5952076328282097E+000                  1.2507223584844737E-001                  3.9002117127342145E-001 
                                       8                  2.9999999999741251E+000                  9.9999999999137523E-001                 -1.1505149978319910E+001                 -3.7456889619757579E-012                  4.6006719487749206E+003                 -7.5222950063792071E+000                  1.9771822597040110E+001                  8.7964663801082770E+003                  4.6193727921441309E-002                  1.1623189183346682E+001                  0.0000000000000000E+000                  5.4515292437993274E+001                  4.4063385822750503E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254185E-001                                        0                  7.6945051550958192E+008                                        0                  6.9126247406282367E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6695583444430606E-001                 -1.7590292394280410E-001                  3.9002224023729315E-001                  1.6446061404325403E+000                 -1.3354169879508908E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2508225018339542E-001                  6.9999999999999996E-001                  2.9797635251138018E-005                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336068E-003                  9.3805276451495393E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  4.4063385822750503E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3762759508345408E-007                  5.8105730791674424E-004                  4.0309586535434744E-001                 -9.8999999999999986E+001                  4.5950732360617712E+000                  1.2509963625765741E-001                  3.9002224023729304E-001 
                                       9                  2.9999999999647509E+000                  9.9999999998825029E-001                 -1.1204119982655929E+001                 -5.1028352220433517E-012                  4.6008075227675272E+003                 -7.5222055367595564E+000                  1.9771699340852209E+001                  8.7985384404229299E+003                  4.6203467304633795E-002                  1.1623188097806885E+001                  0.0000000000000000E+000                  5.4515292578360523E+001                  4.4072465834595031E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.5000496627254196E-001                                        0                  7.6946551321108830E+008                                        0                  6.9128274912267371E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6706063311053743E-001                 -1.7583468867936369E-001                  3.9002384395054501E-001                  1.6446097292911976E+000                 -1.3353254319164689E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2510964916882666E-001                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4468833607861557E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  4.0772218292556778E-003                  4.4072465834595031E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3758731877002305E-007                  5.8102264910244513E-004                  4.0298582790217430E-001                 -9.8999999999999986E+001                  4.5948716414555868E+000                  1.2514073509929219E-001                  3.9002384395054479E-001 
